"Index Name","Date","Open","High","Low","Close"
"NIFTY500 MOMENTUM 50","30 Dec 2022","-","-","-","30899.57"
"NIFTY500 MOMENTUM 50","29 Dec 2022","-","-","-","30635.82"
"NIFTY500 MOMENTUM 50","28 Dec 2022","-","-","-","30686.86"
"NIFTY500 MOMENTUM 50","27 Dec 2022","-","-","-","30543.68"
"NIFTY500 MOMENTUM 50","26 Dec 2022","-","-","-","30305.10"
"NIFTY500 MOMENTUM 50","23 Dec 2022","-","-","-","29405.62"
"NIFTY500 MOMENTUM 50","22 Dec 2022","-","-","-","30546.95"
"NIFTY500 MOMENTUM 50","21 Dec 2022","-","-","-","30880.48"
"NIFTY500 MOMENTUM 50","20 Dec 2022","-","-","-","31642.91"
"NIFTY500 MOMENTUM 50","19 Dec 2022","-","-","-","31677.92"
"NIFTY500 MOMENTUM 50","16 Dec 2022","-","-","-","31372.53"
"NIFTY500 MOMENTUM 50","15 Dec 2022","-","-","-","31825.61"
"NIFTY500 MOMENTUM 50","14 Dec 2022","-","-","-","32152.03"
"NIFTY500 MOMENTUM 50","13 Dec 2022","-","-","-","31977.66"
"NIFTY500 MOMENTUM 50","12 Dec 2022","-","-","-","31894.40"
"NIFTY500 MOMENTUM 50","09 Dec 2022","-","-","-","31958.50"
"NIFTY500 MOMENTUM 50","08 Dec 2022","-","-","-","32098.24"
"NIFTY500 MOMENTUM 50","07 Dec 2022","-","-","-","31990.23"
"NIFTY500 MOMENTUM 50","06 Dec 2022","-","-","-","32157.59"
"NIFTY500 MOMENTUM 50","05 Dec 2022","-","-","-","32174.50"
"NIFTY500 MOMENTUM 50","02 Dec 2022","-","-","-","32107.70"
"NIFTY500 MOMENTUM 50","01 Dec 2022","-","-","-","32038.08"
"NIFTY500 MOMENTUM 50","30 Nov 2022","-","-","-","31998.19"
"NIFTY500 MOMENTUM 50","29 Nov 2022","-","-","-","31597.05"
"NIFTY500 MOMENTUM 50","28 Nov 2022","-","-","-","31784.40"
"NIFTY500 MOMENTUM 50","25 Nov 2022","-","-","-","31674.86"
"NIFTY500 MOMENTUM 50","24 Nov 2022","-","-","-","31594.04"
"NIFTY500 MOMENTUM 50","23 Nov 2022","-","-","-","31509.26"
"NIFTY500 MOMENTUM 50","22 Nov 2022","-","-","-","31464.40"
"NIFTY500 MOMENTUM 50","21 Nov 2022","-","-","-","31301.33"
"NIFTY500 MOMENTUM 50","18 Nov 2022","-","-","-","31426.44"
"NIFTY500 MOMENTUM 50","17 Nov 2022","-","-","-","31705.60"
"NIFTY500 MOMENTUM 50","16 Nov 2022","-","-","-","31717.61"
"NIFTY500 MOMENTUM 50","15 Nov 2022","-","-","-","31842.87"
"NIFTY500 MOMENTUM 50","14 Nov 2022","-","-","-","31763.76"
"NIFTY500 MOMENTUM 50","11 Nov 2022","-","-","-","31965.07"
"NIFTY500 MOMENTUM 50","10 Nov 2022","-","-","-","32083.38"
"NIFTY500 MOMENTUM 50","09 Nov 2022","-","-","-","32395.89"
"NIFTY500 MOMENTUM 50","07 Nov 2022","-","-","-","32535.18"
"NIFTY500 MOMENTUM 50","04 Nov 2022","-","-","-","32301.04"
"NIFTY500 MOMENTUM 50","03 Nov 2022","-","-","-","32237.50"
"NIFTY500 MOMENTUM 50","02 Nov 2022","-","-","-","32222.80"
"NIFTY500 MOMENTUM 50","01 Nov 2022","-","-","-","32268.55"
"NIFTY500 MOMENTUM 50","31 Oct 2022","-","-","-","31752.52"
"NIFTY500 MOMENTUM 50","28 Oct 2022","-","-","-","31501.20"
"NIFTY500 MOMENTUM 50","27 Oct 2022","-","-","-","31664.01"
"NIFTY500 MOMENTUM 50","25 Oct 2022","-","-","-","31441.18"
"NIFTY500 MOMENTUM 50","24 Oct 2022","-","-","-","31457.88"
"NIFTY500 MOMENTUM 50","21 Oct 2022","-","-","-","31239.46"
"NIFTY500 MOMENTUM 50","20 Oct 2022","-","-","-","31453.11"
"NIFTY500 MOMENTUM 50","19 Oct 2022","-","-","-","31305.34"
"NIFTY500 MOMENTUM 50","18 Oct 2022","-","-","-","31296.53"
"NIFTY500 MOMENTUM 50","17 Oct 2022","-","-","-","30955.16"
"NIFTY500 MOMENTUM 50","14 Oct 2022","-","-","-","30863.58"
"NIFTY500 MOMENTUM 50","13 Oct 2022","-","-","-","30975.88"
"NIFTY500 MOMENTUM 50","12 Oct 2022","-","-","-","31121.32"
"NIFTY500 MOMENTUM 50","11 Oct 2022","-","-","-","30940.61"
"NIFTY500 MOMENTUM 50","10 Oct 2022","-","-","-","31360.48"
"NIFTY500 MOMENTUM 50","07 Oct 2022","-","-","-","31673.93"
"NIFTY500 MOMENTUM 50","06 Oct 2022","-","-","-","31656.82"
"NIFTY500 MOMENTUM 50","04 Oct 2022","-","-","-","31222.58"
"NIFTY500 MOMENTUM 50","03 Oct 2022","-","-","-","30538.58"
"NIFTY500 MOMENTUM 50","30 Sep 2022","-","-","-","31064.06"
"NIFTY500 MOMENTUM 50","29 Sep 2022","-","-","-","30594.60"
"NIFTY500 MOMENTUM 50","28 Sep 2022","-","-","-","30408.17"
"NIFTY500 MOMENTUM 50","27 Sep 2022","-","-","-","30639.34"
"NIFTY500 MOMENTUM 50","26 Sep 2022","-","-","-","30774.31"
"NIFTY500 MOMENTUM 50","23 Sep 2022","-","-","-","31971.29"
"NIFTY500 MOMENTUM 50","22 Sep 2022","-","-","-","32634.71"
"NIFTY500 MOMENTUM 50","21 Sep 2022","-","-","-","32344.48"
"NIFTY500 MOMENTUM 50","20 Sep 2022","-","-","-","32646.08"
"NIFTY500 MOMENTUM 50","19 Sep 2022","-","-","-","32317.87"
"NIFTY500 MOMENTUM 50","16 Sep 2022","-","-","-","32339.79"
"NIFTY500 MOMENTUM 50","15 Sep 2022","-","-","-","32939.39"
"NIFTY500 MOMENTUM 50","14 Sep 2022","-","-","-","32698.89"
"NIFTY500 MOMENTUM 50","13 Sep 2022","-","-","-","32683.95"
"NIFTY500 MOMENTUM 50","12 Sep 2022","-","-","-","32547.37"
"NIFTY500 MOMENTUM 50","09 Sep 2022","-","-","-","32207.03"
"NIFTY500 MOMENTUM 50","08 Sep 2022","-","-","-","32319.36"
"NIFTY500 MOMENTUM 50","07 Sep 2022","-","-","-","32222.67"
"NIFTY500 MOMENTUM 50","06 Sep 2022","-","-","-","32156.19"
"NIFTY500 MOMENTUM 50","05 Sep 2022","-","-","-","31884.62"
"NIFTY500 MOMENTUM 50","02 Sep 2022","-","-","-","31682.96"
"NIFTY500 MOMENTUM 50","01 Sep 2022","-","-","-","31624.82"
"NIFTY500 MOMENTUM 50","30 Aug 2022","-","-","-","31515.97"
"NIFTY500 MOMENTUM 50","29 Aug 2022","-","-","-","30945.07"
"NIFTY500 MOMENTUM 50","26 Aug 2022","-","-","-","31194.21"
"NIFTY500 MOMENTUM 50","25 Aug 2022","-","-","-","30832.89"
