"Index Name","Date","Open","High","Low","Close"
"NIFTY500 MOMENTUM 50","31 Dec 2018","-","-","-","14671.71"
"NIFTY500 MOMENTUM 50","28 Dec 2018","-","-","-","14639.88"
"NIFTY500 MOMENTUM 50","27 Dec 2018","-","-","-","14521.26"
"NIFTY500 MOMENTUM 50","26 Dec 2018","-","-","-","14418.51"
"NIFTY500 MOMENTUM 50","24 Dec 2018","-","-","-","14441.84"
"NIFTY500 MOMENTUM 50","21 Dec 2018","-","-","-","14661.54"
"NIFTY500 MOMENTUM 50","20 Dec 2018","-","-","-","14941.20"
"NIFTY500 MOMENTUM 50","19 Dec 2018","-","-","-","14984.22"
"NIFTY500 MOMENTUM 50","18 Dec 2018","-","-","-","14954.92"
"NIFTY500 MOMENTUM 50","17 Dec 2018","-","-","-","14940.03"
"NIFTY500 MOMENTUM 50","14 Dec 2018","-","-","-","14950.81"
"NIFTY500 MOMENTUM 50","13 Dec 2018","-","-","-","14952.77"
"NIFTY500 MOMENTUM 50","12 Dec 2018","-","-","-","14808.66"
"NIFTY500 MOMENTUM 50","11 Dec 2018","-","-","-","14512.40"
"NIFTY500 MOMENTUM 50","10 Dec 2018","-","-","-","14358.75"
"NIFTY500 MOMENTUM 50","07 Dec 2018","-","-","-","14622.35"
"NIFTY500 MOMENTUM 50","06 Dec 2018","-","-","-","14513.63"
"NIFTY500 MOMENTUM 50","05 Dec 2018","-","-","-","14790.03"
"NIFTY500 MOMENTUM 50","04 Dec 2018","-","-","-","14879.25"
"NIFTY500 MOMENTUM 50","03 Dec 2018","-","-","-","14877.92"
"NIFTY500 MOMENTUM 50","30 Nov 2018","-","-","-","14856.41"
"NIFTY500 MOMENTUM 50","29 Nov 2018","-","-","-","14667.11"
"NIFTY500 MOMENTUM 50","28 Nov 2018","-","-","-","14638.61"
"NIFTY500 MOMENTUM 50","27 Nov 2018","-","-","-","14617.28"
"NIFTY500 MOMENTUM 50","26 Nov 2018","-","-","-","14577.18"
"NIFTY500 MOMENTUM 50","22 Nov 2018","-","-","-","14545.46"
"NIFTY500 MOMENTUM 50","21 Nov 2018","-","-","-","14642.93"
"NIFTY500 MOMENTUM 50","20 Nov 2018","-","-","-","14721.79"
"NIFTY500 MOMENTUM 50","19 Nov 2018","-","-","-","14847.84"
"NIFTY500 MOMENTUM 50","16 Nov 2018","-","-","-","14762.51"
"NIFTY500 MOMENTUM 50","15 Nov 2018","-","-","-","14738.55"
"NIFTY500 MOMENTUM 50","14 Nov 2018","-","-","-","14696.97"
"NIFTY500 MOMENTUM 50","13 Nov 2018","-","-","-","14801.86"
"NIFTY500 MOMENTUM 50","12 Nov 2018","-","-","-","14732.67"
"NIFTY500 MOMENTUM 50","09 Nov 2018","-","-","-","14720.72"
"NIFTY500 MOMENTUM 50","07 Nov 2018","-","-","-","14663.64"
"NIFTY500 MOMENTUM 50","06 Nov 2018","-","-","-","14515.64"
"NIFTY500 MOMENTUM 50","05 Nov 2018","-","-","-","14543.02"
"NIFTY500 MOMENTUM 50","02 Nov 2018","-","-","-","14578.02"
"NIFTY500 MOMENTUM 50","01 Nov 2018","-","-","-","14581.45"
"NIFTY500 MOMENTUM 50","31 Oct 2018","-","-","-","14599.85"
"NIFTY500 MOMENTUM 50","30 Oct 2018","-","-","-","14238.50"
"NIFTY500 MOMENTUM 50","29 Oct 2018","-","-","-","14149.06"
"NIFTY500 MOMENTUM 50","26 Oct 2018","-","-","-","13791.46"
"NIFTY500 MOMENTUM 50","25 Oct 2018","-","-","-","13771.04"
"NIFTY500 MOMENTUM 50","24 Oct 2018","-","-","-","13895.66"
"NIFTY500 MOMENTUM 50","23 Oct 2018","-","-","-","13894.60"
"NIFTY500 MOMENTUM 50","22 Oct 2018","-","-","-","14179.94"
"NIFTY500 MOMENTUM 50","19 Oct 2018","-","-","-","14406.10"
"NIFTY500 MOMENTUM 50","17 Oct 2018","-","-","-","14668.96"
"NIFTY500 MOMENTUM 50","16 Oct 2018","-","-","-","14864.55"
"NIFTY500 MOMENTUM 50","15 Oct 2018","-","-","-","14561.14"
"NIFTY500 MOMENTUM 50","12 Oct 2018","-","-","-","14440.36"
"NIFTY500 MOMENTUM 50","11 Oct 2018","-","-","-","14123.27"
"NIFTY500 MOMENTUM 50","10 Oct 2018","-","-","-","14341.48"
"NIFTY500 MOMENTUM 50","09 Oct 2018","-","-","-","13914.27"
"NIFTY500 MOMENTUM 50","08 Oct 2018","-","-","-","14053.85"
"NIFTY500 MOMENTUM 50","05 Oct 2018","-","-","-","14220.52"
"NIFTY500 MOMENTUM 50","04 Oct 2018","-","-","-","14428.64"
"NIFTY500 MOMENTUM 50","03 Oct 2018","-","-","-","14844.54"
"NIFTY500 MOMENTUM 50","01 Oct 2018","-","-","-","15070.42"
"NIFTY500 MOMENTUM 50","28 Sep 2018","-","-","-","15025.18"
"NIFTY500 MOMENTUM 50","27 Sep 2018","-","-","-","15282.04"
"NIFTY500 MOMENTUM 50","26 Sep 2018","-","-","-","15491.82"
"NIFTY500 MOMENTUM 50","25 Sep 2018","-","-","-","15604.07"
"NIFTY500 MOMENTUM 50","24 Sep 2018","-","-","-","15630.26"
"NIFTY500 MOMENTUM 50","21 Sep 2018","-","-","-","15943.59"
"NIFTY500 MOMENTUM 50","19 Sep 2018","-","-","-","16168.36"
"NIFTY500 MOMENTUM 50","18 Sep 2018","-","-","-","16287.65"
"NIFTY500 MOMENTUM 50","17 Sep 2018","-","-","-","16342.60"
"NIFTY500 MOMENTUM 50","14 Sep 2018","-","-","-","16436.95"
"NIFTY500 MOMENTUM 50","12 Sep 2018","-","-","-","16243.17"
"NIFTY500 MOMENTUM 50","11 Sep 2018","-","-","-","16186.81"
"NIFTY500 MOMENTUM 50","10 Sep 2018","-","-","-","16390.88"
"NIFTY500 MOMENTUM 50","07 Sep 2018","-","-","-","16627.54"
"NIFTY500 MOMENTUM 50","06 Sep 2018","-","-","-","16511.07"
"NIFTY500 MOMENTUM 50","05 Sep 2018","-","-","-","16426.82"
"NIFTY500 MOMENTUM 50","04 Sep 2018","-","-","-","16525.81"
"NIFTY500 MOMENTUM 50","03 Sep 2018","-","-","-","16762.57"
"NIFTY500 MOMENTUM 50","31 Aug 2018","-","-","-","16913.56"
"NIFTY500 MOMENTUM 50","30 Aug 2018","-","-","-","16708.46"
"NIFTY500 MOMENTUM 50","29 Aug 2018","-","-","-","16696.77"
"NIFTY500 MOMENTUM 50","28 Aug 2018","-","-","-","16787.87"
"NIFTY500 MOMENTUM 50","27 Aug 2018","-","-","-","16747.99"
"NIFTY500 MOMENTUM 50","24 Aug 2018","-","-","-","16506.74"
"NIFTY500 MOMENTUM 50","23 Aug 2018","-","-","-","16594.17"
"NIFTY500 MOMENTUM 50","21 Aug 2018","-","-","-","16570.51"
"NIFTY500 MOMENTUM 50","20 Aug 2018","-","-","-","16516.78"
"NIFTY500 MOMENTUM 50","17 Aug 2018","-","-","-","16520.62"
"NIFTY500 MOMENTUM 50","16 Aug 2018","-","-","-","16310.90"
"NIFTY500 MOMENTUM 50","14 Aug 2018","-","-","-","16295.86"
"NIFTY500 MOMENTUM 50","13 Aug 2018","-","-","-","16140.42"
"NIFTY500 MOMENTUM 50","10 Aug 2018","-","-","-","16118.77"
"NIFTY500 MOMENTUM 50","09 Aug 2018","-","-","-","16122.11"
"NIFTY500 MOMENTUM 50","08 Aug 2018","-","-","-","16070.86"
"NIFTY500 MOMENTUM 50","07 Aug 2018","-","-","-","15931.12"
"NIFTY500 MOMENTUM 50","06 Aug 2018","-","-","-","15967.58"
"NIFTY500 MOMENTUM 50","03 Aug 2018","-","-","-","16027.64"
"NIFTY500 MOMENTUM 50","02 Aug 2018","-","-","-","15898.00"
"NIFTY500 MOMENTUM 50","01 Aug 2018","-","-","-","15992.93"
"NIFTY500 MOMENTUM 50","31 Jul 2018","-","-","-","15927.58"
"NIFTY500 MOMENTUM 50","30 Jul 2018","-","-","-","15652.10"
"NIFTY500 MOMENTUM 50","27 Jul 2018","-","-","-","15619.31"
"NIFTY500 MOMENTUM 50","26 Jul 2018","-","-","-","15535.17"
"NIFTY500 MOMENTUM 50","25 Jul 2018","-","-","-","15509.36"
"NIFTY500 MOMENTUM 50","24 Jul 2018","-","-","-","15508.56"
"NIFTY500 MOMENTUM 50","23 Jul 2018","-","-","-","15399.19"
"NIFTY500 MOMENTUM 50","20 Jul 2018","-","-","-","15376.45"
"NIFTY500 MOMENTUM 50","19 Jul 2018","-","-","-","15238.35"
"NIFTY500 MOMENTUM 50","18 Jul 2018","-","-","-","15374.19"
"NIFTY500 MOMENTUM 50","17 Jul 2018","-","-","-","15450.00"
"NIFTY500 MOMENTUM 50","16 Jul 2018","-","-","-","15353.58"
"NIFTY500 MOMENTUM 50","13 Jul 2018","-","-","-","15477.07"
"NIFTY500 MOMENTUM 50","12 Jul 2018","-","-","-","15553.85"
