"Index Name","Date","Open","High","Low","Close"
"NIFTY500 MOMENTUM 50","31 Dec 2012","-","-","-","4856.21"
"NIFTY500 MOMENTUM 50","28 Dec 2012","-","-","-","4833.71"
"NIFTY500 MOMENTUM 50","27 Dec 2012","-","-","-","4823.05"
"NIFTY500 MOMENTUM 50","26 Dec 2012","-","-","-","4859.22"
"NIFTY500 MOMENTUM 50","24 Dec 2012","-","-","-","4840.04"
"NIFTY500 MOMENTUM 50","21 Dec 2012","-","-","-","4812.89"
"NIFTY500 MOMENTUM 50","20 Dec 2012","-","-","-","4882.82"
"NIFTY500 MOMENTUM 50","19 Dec 2012","-","-","-","4868.40"
"NIFTY500 MOMENTUM 50","18 Dec 2012","-","-","-","4838.12"
"NIFTY500 MOMENTUM 50","17 Dec 2012","-","-","-","4785.89"
"NIFTY500 MOMENTUM 50","14 Dec 2012","-","-","-","4786.56"
"NIFTY500 MOMENTUM 50","13 Dec 2012","-","-","-","4758.53"
"NIFTY500 MOMENTUM 50","12 Dec 2012","-","-","-","4817.39"
"NIFTY500 MOMENTUM 50","11 Dec 2012","-","-","-","4816.72"
"NIFTY500 MOMENTUM 50","10 Dec 2012","-","-","-","4827.65"
"NIFTY500 MOMENTUM 50","07 Dec 2012","-","-","-","4815.45"
"NIFTY500 MOMENTUM 50","06 Dec 2012","-","-","-","4835.87"
"NIFTY500 MOMENTUM 50","05 Dec 2012","-","-","-","4855.41"
"NIFTY500 MOMENTUM 50","04 Dec 2012","-","-","-","4861.40"
"NIFTY500 MOMENTUM 50","03 Dec 2012","-","-","-","4861.25"
"NIFTY500 MOMENTUM 50","30 Nov 2012","-","-","-","4835.44"
"NIFTY500 MOMENTUM 50","29 Nov 2012","-","-","-","4818.00"
"NIFTY500 MOMENTUM 50","27 Nov 2012","-","-","-","4789.18"
"NIFTY500 MOMENTUM 50","26 Nov 2012","-","-","-","4718.57"
"NIFTY500 MOMENTUM 50","23 Nov 2012","-","-","-","4662.58"
"NIFTY500 MOMENTUM 50","22 Nov 2012","-","-","-","4651.01"
"NIFTY500 MOMENTUM 50","21 Nov 2012","-","-","-","4605.19"
"NIFTY500 MOMENTUM 50","20 Nov 2012","-","-","-","4577.10"
"NIFTY500 MOMENTUM 50","19 Nov 2012","-","-","-","4596.87"
"NIFTY500 MOMENTUM 50","16 Nov 2012","-","-","-","4641.95"
"NIFTY500 MOMENTUM 50","15 Nov 2012","-","-","-","4693.68"
"NIFTY500 MOMENTUM 50","13 Nov 2012","-","-","-","4694.51"
"NIFTY500 MOMENTUM 50","12 Nov 2012","-","-","-","4689.62"
"NIFTY500 MOMENTUM 50","09 Nov 2012","-","-","-","4589.78"
"NIFTY500 MOMENTUM 50","08 Nov 2012","-","-","-","4611.00"
"NIFTY500 MOMENTUM 50","07 Nov 2012","-","-","-","4610.73"
"NIFTY500 MOMENTUM 50","06 Nov 2012","-","-","-","4560.04"
"NIFTY500 MOMENTUM 50","05 Nov 2012","-","-","-","4512.66"
"NIFTY500 MOMENTUM 50","02 Nov 2012","-","-","-","4515.58"
"NIFTY500 MOMENTUM 50","01 Nov 2012","-","-","-","4499.38"
"NIFTY500 MOMENTUM 50","31 Oct 2012","-","-","-","4477.55"
"NIFTY500 MOMENTUM 50","30 Oct 2012","-","-","-","4429.58"
"NIFTY500 MOMENTUM 50","29 Oct 2012","-","-","-","4441.49"
"NIFTY500 MOMENTUM 50","26 Oct 2012","-","-","-","4461.26"
"NIFTY500 MOMENTUM 50","25 Oct 2012","-","-","-","4518.86"
"NIFTY500 MOMENTUM 50","23 Oct 2012","-","-","-","4510.83"
"NIFTY500 MOMENTUM 50","22 Oct 2012","-","-","-","4510.08"
