"Index Name","Date","Open","High","Low","Close"
"NIFTY500 MOMENTUM 50","30 Dec 2011","-","-","-","3243.66"
"NIFTY500 MOMENTUM 50","29 Dec 2011","-","-","-","3244.11"
"NIFTY500 MOMENTUM 50","28 Dec 2011","-","-","-","3253.85"
"NIFTY500 MOMENTUM 50","27 Dec 2011","-","-","-","3280.61"
"NIFTY500 MOMENTUM 50","26 Dec 2011","-","-","-","3290.17"
"NIFTY500 MOMENTUM 50","23 Dec 2011","-","-","-","3251.25"
"NIFTY500 MOMENTUM 50","22 Dec 2011","-","-","-","3277.89"
"NIFTY500 MOMENTUM 50","21 Dec 2011","-","-","-","3254.56"
"NIFTY500 MOMENTUM 50","20 Dec 2011","-","-","-","3197.69"
"NIFTY500 MOMENTUM 50","19 Dec 2011","-","-","-","3254.00"
"NIFTY500 MOMENTUM 50","16 Dec 2011","-","-","-","3294.38"
"NIFTY500 MOMENTUM 50","15 Dec 2011","-","-","-","3352.72"
"NIFTY500 MOMENTUM 50","14 Dec 2011","-","-","-","3361.38"
"NIFTY500 MOMENTUM 50","13 Dec 2011","-","-","-","3384.41"
"NIFTY500 MOMENTUM 50","12 Dec 2011","-","-","-","3383.85"
"NIFTY500 MOMENTUM 50","09 Dec 2011","-","-","-","3460.88"
"NIFTY500 MOMENTUM 50","08 Dec 2011","-","-","-","3503.69"
"NIFTY500 MOMENTUM 50","07 Dec 2011","-","-","-","3567.85"
"NIFTY500 MOMENTUM 50","05 Dec 2011","-","-","-","3611.72"
"NIFTY500 MOMENTUM 50","02 Dec 2011","-","-","-","3617.40"
"NIFTY500 MOMENTUM 50","01 Dec 2011","-","-","-","3560.09"
"NIFTY500 MOMENTUM 50","30 Nov 2011","-","-","-","3549.55"
"NIFTY500 MOMENTUM 50","29 Nov 2011","-","-","-","3562.47"
"NIFTY500 MOMENTUM 50","28 Nov 2011","-","-","-","3584.20"
"NIFTY500 MOMENTUM 50","25 Nov 2011","-","-","-","3535.18"
"NIFTY500 MOMENTUM 50","24 Nov 2011","-","-","-","3521.71"
"NIFTY500 MOMENTUM 50","23 Nov 2011","-","-","-","3478.16"
"NIFTY500 MOMENTUM 50","22 Nov 2011","-","-","-","3527.43"
"NIFTY500 MOMENTUM 50","21 Nov 2011","-","-","-","3555.72"
"NIFTY500 MOMENTUM 50","18 Nov 2011","-","-","-","3624.77"
"NIFTY500 MOMENTUM 50","17 Nov 2011","-","-","-","3632.34"
"NIFTY500 MOMENTUM 50","16 Nov 2011","-","-","-","3684.25"
"NIFTY500 MOMENTUM 50","15 Nov 2011","-","-","-","3701.43"
"NIFTY500 MOMENTUM 50","14 Nov 2011","-","-","-","3773.20"
"NIFTY500 MOMENTUM 50","11 Nov 2011","-","-","-","3794.90"
"NIFTY500 MOMENTUM 50","09 Nov 2011","-","-","-","3813.95"
"NIFTY500 MOMENTUM 50","08 Nov 2011","-","-","-","3846.73"
"NIFTY500 MOMENTUM 50","04 Nov 2011","-","-","-","3855.46"
"NIFTY500 MOMENTUM 50","03 Nov 2011","-","-","-","3820.41"
"NIFTY500 MOMENTUM 50","02 Nov 2011","-","-","-","3806.75"
"NIFTY500 MOMENTUM 50","01 Nov 2011","-","-","-","3815.33"
"NIFTY500 MOMENTUM 50","31 Oct 2011","-","-","-","3826.13"
"NIFTY500 MOMENTUM 50","28 Oct 2011","-","-","-","3823.32"
"NIFTY500 MOMENTUM 50","26 Oct 2011","-","-","-","3811.37"
"NIFTY500 MOMENTUM 50","25 Oct 2011","-","-","-","3781.73"
"NIFTY500 MOMENTUM 50","24 Oct 2011","-","-","-","3773.47"
