"Index Name","Date","Open","High","Low","Close"
"NIFTY500 MOMENTUM 50","29 Nov 2013","-","-","-","5208.37"
"NIFTY500 MOMENTUM 50","28 Nov 2013","-","-","-","5188.13"
"NIFTY500 MOMENTUM 50","27 Nov 2013","-","-","-","5163.20"
"NIFTY500 MOMENTUM 50","26 Nov 2013","-","-","-","5168.68"
"NIFTY500 MOMENTUM 50","25 Nov 2013","-","-","-","5144.54"
"NIFTY500 MOMENTUM 50","22 Nov 2013","-","-","-","5097.93"
"NIFTY500 MOMENTUM 50","21 Nov 2013","-","-","-","5088.70"
"NIFTY500 MOMENTUM 50","20 Nov 2013","-","-","-","5153.47"
"NIFTY500 MOMENTUM 50","19 Nov 2013","-","-","-","5205.38"
"NIFTY500 MOMENTUM 50","18 Nov 2013","-","-","-","5209.59"
"NIFTY500 MOMENTUM 50","14 Nov 2013","-","-","-","5152.99"
"NIFTY500 MOMENTUM 50","13 Nov 2013","-","-","-","5118.93"
"NIFTY500 MOMENTUM 50","12 Nov 2013","-","-","-","5125.93"
"NIFTY500 MOMENTUM 50","11 Nov 2013","-","-","-","5144.01"
"NIFTY500 MOMENTUM 50","08 Nov 2013","-","-","-","5175.80"
"NIFTY500 MOMENTUM 50","07 Nov 2013","-","-","-","5158.37"
"NIFTY500 MOMENTUM 50","06 Nov 2013","-","-","-","5183.01"
"NIFTY500 MOMENTUM 50","05 Nov 2013","-","-","-","5157.70"
"NIFTY500 MOMENTUM 50","03 Nov 2013","-","-","-","5238.27"
"NIFTY500 MOMENTUM 50","01 Nov 2013","-","-","-","5199.09"
"NIFTY500 MOMENTUM 50","31 Oct 2013","-","-","-","5197.31"
"NIFTY500 MOMENTUM 50","30 Oct 2013","-","-","-","5193.34"
"NIFTY500 MOMENTUM 50","29 Oct 2013","-","-","-","5163.95"
"NIFTY500 MOMENTUM 50","28 Oct 2013","-","-","-","5085.00"
"NIFTY500 MOMENTUM 50","25 Oct 2013","-","-","-","5141.56"
"NIFTY500 MOMENTUM 50","24 Oct 2013","-","-","-","5158.45"
"NIFTY500 MOMENTUM 50","23 Oct 2013","-","-","-","5203.40"
"NIFTY500 MOMENTUM 50","22 Oct 2013","-","-","-","5220.13"
"NIFTY500 MOMENTUM 50","21 Oct 2013","-","-","-","5199.61"
"NIFTY500 MOMENTUM 50","18 Oct 2013","-","-","-","5188.58"
"NIFTY500 MOMENTUM 50","17 Oct 2013","-","-","-","5125.51"
"NIFTY500 MOMENTUM 50","15 Oct 2013","-","-","-","5197.49"
"NIFTY500 MOMENTUM 50","14 Oct 2013","-","-","-","5221.04"
"NIFTY500 MOMENTUM 50","11 Oct 2013","-","-","-","5191.92"
"NIFTY500 MOMENTUM 50","10 Oct 2013","-","-","-","5175.95"
"NIFTY500 MOMENTUM 50","09 Oct 2013","-","-","-","5148.53"
"NIFTY500 MOMENTUM 50","08 Oct 2013","-","-","-","5082.71"
"NIFTY500 MOMENTUM 50","07 Oct 2013","-","-","-","5076.59"
"NIFTY500 MOMENTUM 50","04 Oct 2013","-","-","-","5040.14"
"NIFTY500 MOMENTUM 50","03 Oct 2013","-","-","-","5038.20"
"NIFTY500 MOMENTUM 50","01 Oct 2013","-","-","-","4983.55"
"NIFTY500 MOMENTUM 50","30 Sep 2013","-","-","-","4979.39"
"NIFTY500 MOMENTUM 50","27 Sep 2013","-","-","-","4988.49"
"NIFTY500 MOMENTUM 50","26 Sep 2013","-","-","-","4967.06"
"NIFTY500 MOMENTUM 50","25 Sep 2013","-","-","-","4959.06"
"NIFTY500 MOMENTUM 50","24 Sep 2013","-","-","-","4947.79"
"NIFTY500 MOMENTUM 50","23 Sep 2013","-","-","-","4941.30"
"NIFTY500 MOMENTUM 50","20 Sep 2013","-","-","-","4944.57"
"NIFTY500 MOMENTUM 50","19 Sep 2013","-","-","-","4973.84"
"NIFTY500 MOMENTUM 50","18 Sep 2013","-","-","-","4914.42"
"NIFTY500 MOMENTUM 50","17 Sep 2013","-","-","-","4875.33"
"NIFTY500 MOMENTUM 50","16 Sep 2013","-","-","-","4875.34"
"NIFTY500 MOMENTUM 50","13 Sep 2013","-","-","-","4896.64"
"NIFTY500 MOMENTUM 50","12 Sep 2013","-","-","-","4932.31"
"NIFTY500 MOMENTUM 50","11 Sep 2013","-","-","-","4944.00"
"NIFTY500 MOMENTUM 50","10 Sep 2013","-","-","-","4911.63"
"NIFTY500 MOMENTUM 50","06 Sep 2013","-","-","-","4775.87"
"NIFTY500 MOMENTUM 50","05 Sep 2013","-","-","-","4738.48"
"NIFTY500 MOMENTUM 50","04 Sep 2013","-","-","-","4663.09"
"NIFTY500 MOMENTUM 50","03 Sep 2013","-","-","-","4601.07"
"NIFTY500 MOMENTUM 50","02 Sep 2013","-","-","-","4665.34"
"NIFTY500 MOMENTUM 50","30 Aug 2013","-","-","-","4622.59"
"NIFTY500 MOMENTUM 50","29 Aug 2013","-","-","-","4596.39"
"NIFTY500 MOMENTUM 50","28 Aug 2013","-","-","-","4504.84"
"NIFTY500 MOMENTUM 50","27 Aug 2013","-","-","-","4557.01"
"NIFTY500 MOMENTUM 50","26 Aug 2013","-","-","-","4658.06"
"NIFTY500 MOMENTUM 50","23 Aug 2013","-","-","-","4626.98"
"NIFTY500 MOMENTUM 50","22 Aug 2013","-","-","-","4550.55"
"NIFTY500 MOMENTUM 50","21 Aug 2013","-","-","-","4528.96"
"NIFTY500 MOMENTUM 50","20 Aug 2013","-","-","-","4579.50"
"NIFTY500 MOMENTUM 50","19 Aug 2013","-","-","-","4652.25"
"NIFTY500 MOMENTUM 50","16 Aug 2013","-","-","-","4738.35"
"NIFTY500 MOMENTUM 50","14 Aug 2013","-","-","-","4843.19"
"NIFTY500 MOMENTUM 50","13 Aug 2013","-","-","-","4803.16"
"NIFTY500 MOMENTUM 50","12 Aug 2013","-","-","-","4711.80"
"NIFTY500 MOMENTUM 50","08 Aug 2013","-","-","-","4610.22"
"NIFTY500 MOMENTUM 50","07 Aug 2013","-","-","-","4570.01"
"NIFTY500 MOMENTUM 50","06 Aug 2013","-","-","-","4573.20"
"NIFTY500 MOMENTUM 50","05 Aug 2013","-","-","-","4668.03"
"NIFTY500 MOMENTUM 50","02 Aug 2013","-","-","-","4673.30"
"NIFTY500 MOMENTUM 50","01 Aug 2013","-","-","-","4707.54"
"NIFTY500 MOMENTUM 50","31 Jul 2013","-","-","-","4721.55"
"NIFTY500 MOMENTUM 50","30 Jul 2013","-","-","-","4757.50"
"NIFTY500 MOMENTUM 50","29 Jul 2013","-","-","-","4860.69"
"NIFTY500 MOMENTUM 50","26 Jul 2013","-","-","-","4951.23"
"NIFTY500 MOMENTUM 50","25 Jul 2013","-","-","-","4975.51"
"NIFTY500 MOMENTUM 50","24 Jul 2013","-","-","-","5036.16"
"NIFTY500 MOMENTUM 50","23 Jul 2013","-","-","-","5080.73"
"NIFTY500 MOMENTUM 50","22 Jul 2013","-","-","-","5079.74"
"NIFTY500 MOMENTUM 50","19 Jul 2013","-","-","-","5096.73"
"NIFTY500 MOMENTUM 50","18 Jul 2013","-","-","-","5092.95"
"NIFTY500 MOMENTUM 50","17 Jul 2013","-","-","-","5062.62"
"NIFTY500 MOMENTUM 50","16 Jul 2013","-","-","-","5089.54"
"NIFTY500 MOMENTUM 50","15 Jul 2013","-","-","-","5107.62"
"NIFTY500 MOMENTUM 50","12 Jul 2013","-","-","-","5042.39"
"NIFTY500 MOMENTUM 50","11 Jul 2013","-","-","-","5009.29"
"NIFTY500 MOMENTUM 50","10 Jul 2013","-","-","-","4974.57"
"NIFTY500 MOMENTUM 50","09 Jul 2013","-","-","-","4987.85"
"NIFTY500 MOMENTUM 50","08 Jul 2013","-","-","-","4970.92"
"NIFTY500 MOMENTUM 50","05 Jul 2013","-","-","-","4974.39"
"NIFTY500 MOMENTUM 50","04 Jul 2013","-","-","-","4971.54"
"NIFTY500 MOMENTUM 50","03 Jul 2013","-","-","-","4915.09"
"NIFTY500 MOMENTUM 50","02 Jul 2013","-","-","-","4953.11"
"NIFTY500 MOMENTUM 50","01 Jul 2013","-","-","-","4957.51"
"NIFTY500 MOMENTUM 50","28 Jun 2013","-","-","-","4879.47"
"NIFTY500 MOMENTUM 50","27 Jun 2013","-","-","-","4803.83"
